id	en	ms
859	And we do have some ways to address menstrual pain	Kita ada beberapa cara untuk mengetahui sakit sengugut
860	But today, this thing is, I believe, a major player in the politics of the Middle East	Namun, pada hari ini, saya percaya bahawa benda ini merupakan penyumbang utama saya percaya bahawa benda ini merupakan penyumbang utama kepada dasar politik Timur Tengah
861	In fact, I think they're putting up my grade six report	Saya rasa mereka sedang memaparkan laporan kemajuan darjah enam saya
862	But we oftentimes forget that our future self is exactly the same person as our present self	Namun kita sering terlupa diri masa depan adalah orang yang sama dengan diri sekarang
863	So I want to talk about somebody from the background of the world of rock 'n' roll	Jadi saya mahu cerita tentang seseorang dari latar belakang dunia rock 'n' roll
864	That's twice as many numbers as words that each of us speaks in a lifetime	Ia 2 kali ganda daripada jumlah perkataan yang seseorang itu sebut sepanjang hayat
865	That's because there's never been a good feedback loop in architecture	Ini kerana tidak terdapatnya lingkaran maklum balas yang baik dalam bidang seni bina
866	It was running into bankruptcy last fall, because they were hacked into	pada musim luruh yang lepas kerana ia telah digodam. Seseorang telah memecah masuk
867	While efforts to improve Wikipedia are always welcome, maybe, unfortunately your contributions are not written in English that is good enough to be useful	Ketika usaha untuk meningkatkan Wikipedia sentiasa dialu-alukan, mungkin, malangnya sumbangan anda tidak ditulis dalam bahasa Melayu yang cukup baik untuk digunakan
868	Atoms are between 62 and 520 pm in diameter, and the typical length of a carbon-carbon single bond is 154 pm	Atom berada di antara diameter 62 dan 520 pm, dan yang biasa panjang ikatan karbon-karbon berikatan tunggal ialah 154 pm
869	Three downloadable content (DLC) add-ons were released—Dawnguard, Hearthfire, and Dragonborn—which were repackaged into The Elder Scrolls V: Skyrim – Legendary Edition, which was released in June 2013	Tiga kandungan muat turun (DLC atau downloadable content) tambahan telah dikeluarkan—Dawnguard, Hearthfire, dan Dragonborn—yang dipakej semula ke dalam The Elder Scrolls V: Skyrim – Edisi Legenda, yang dikeluarkan pada Jun 2013
870	How he managed to escape is not certain, but according to a somewhat likely story, he disguised himself as a bullocky	Bagaimana dia berjaya melarikan diri tidak dapat dipastikan, tetapi menurut cerita, dia menyamar sebagai tukang pengangkut lembu
871	She advised the aide to take him to the hospital.[126][130	Beliau menasihati pembantu itu untuk membawanya ke hospital.[126][130
872	Hearing aids are incapable of truly correcting a hearing loss; they are an aid to make sounds more accessible	Alat bantu denga tidaklah sebenar-benarnya membetulkan kepekakan; tetapi hanyalah membantu mengesan bunyi dengan lebih mudah
873	Glycerol has three hydroxyl groups that are responsible for its solubility in water and its hygroscopic nature.[5	Gliserol mempunyai tiga kumpulan hidroksil yang bertanggungjawab untuk sifat-sifat keterlarutannya dalam air serta higroskopiknya.[5
874	PMID 21062494. ↑ Apostolou P, Tsantsaridou A, Papasotiriou I, Toloudi M, Chatziioannou M, Giamouzis G (October 2011	Bacterial and fungal microflora in surgically removed lung cancer samples
875	Condensed-phase rate coefficients can also be affected by (very high) pressure; this is a completely different effect than fall-off or chemical-activation	pekali kadar pekat fasa juga boleh terjejas oleh tekanan (sangat tinggi); ini adalah kesan yang sama sekali berbeza daripada jatuh-off atau kimia-pengaktifan
876	As a consequence, the behaviour and physiology of broilers reared for meat are those of immature birds, rather than adults	Kesannya, kelakuan dan fisiologi ayam pedaging lebih menyerupai ayam dara/teruna daripada dewasa
877	The red clump should not be confused with the red bump or red-giant-branch bump, which is a less noticeable clustering of giants partway along the red giant branch.[10	Rumpun merah seharusnya tidak dikelirukan dengan benjolan merah atau benjolan cabang gergasi merah, yang merupakan kelompok gergasi yang kurang jelas di pertengahan jalan di sepanjang cabang gergasi merah.[10
878	Similarly to the Xperia Z5, the device also features a fingerprint reader and a 23 Megapixel camera with 0.03 seconds Hybrid Autofocus that utilizes phase detection autofocus.[3	Serupa dengan Xperia Z5, peranti pintar ini juga disediakan dengan pembaca cap jari dan sebuah kamera 23 Megapixel yang terdapat Hybrid Autofocus yang hanya memerlukan 0.03 saat untuk autofokus dengan menggunakan phase detection autofocus.[3
879	"This ultimatum stated that, if Japan did not surrender, it would face ""prompt and utter destruction"".[1][2"	"Kata dua ini menyatakan bahawa sekiranya Jepun tidak menyerah kalah maka ia akan menghadapi ""pembinasaan sepenuhnya yang segera"".[1][2"
880	"In the opinion of his physician, Dr. David Forecast, Jackson ""was in no condition to perform"	"Pada pendapat pakar perubatan, Dr. David Forecast, Jackson ""berada dalam keadaan sakit"
881	The proclamation is read aloud by an Officer of the Irish Defence Forces outside the GPO during the Easter Rising commemorations on Easter Sunday of each year	Pembacaan dokumen ini dilakukan oleh seorang pegawai Angkatan Pertahanan Ireland di luar Pejabat Pos Utama dalam majlis peringatan Kebangkitan Easter pada minggu Easter setiap tahun
882	It was founded on 20 July 2001 after the Virtue Party (FP) was banned by the Constitutional Court	Ini diasaskan pada 20 Julai 2001 setelah pengharaman Parti Fazilet (FP) oleh Mahkamah Perlembagaan Turki
883	Hovercraft are hybrid vessels operated by a pilot as an aircraft rather than a captain as a marine vessel	Kenderaan hibrid ini lebih dikendalikan seakan pesawat dengan seorang juruterbang yang mengoperasikannya
884	Place de la Bastille – Official French website (in English) Thomas Jefferson's letter to John Jay recounting the storming of the Bastille	Prise de la Bastille – laman rasmi dari Perancis (dalam bahasa Inggeris) Surat Thomas Jefferson yang menceritakan kepada John Jay mengenai kejadian serbuan Bastille
885	People birdwatching on Orchid Island in Indian River County, Florida	Orang-orang memerhati burung di Pulau Orchid di India River County, Florida
886	Mycoplasma genitalium Infection and Female Reproductive Tract Disease: A Meta-Analysis	ISSN 0893-8512. ↑ Lis, R.; Rowhani-Rahbar, A.; Manhart, L. E. (2015
887	It is mainly supported by conservative Muslims in Turkey	Ia didukung dan disokong oleh Muslim konservatif di Turki
888	One of the bacterial diseases with the highest disease burden is tuberculosis, caused by the bacterium Mycobacterium tuberculosis, which kills about 2 million people a year, mostly in sub-Saharan Africa	Salah satu penyakit bakteria dengan beban penyakit tertinggi ialah batuk kering, yang disebabkan oleh bakteria Mycobacterium tuberculosis yang membunuh kira-kira 2 juta orang setiap tahun, kebanyakannya di kawasan Afrika sub-Sahara
889	At room temperature, it is a polar liquid, and is used as an antifreeze, solvent, fuel, and as a denaturant for ethanol	Bahan ini dalam bentuk cecairnya berkutub, dan digunakan sebagai antibeku, pelarut, bahan bakar dan sebagai penyahasli etanol
890	Usage varies by province, as highways are under provincial jurisdiction	Penggunaan berbeza dengan wilayah, seperti lebuh raya di bawah bidang kuasa wilayah
891	The Shanghai Alstom Metropolis C751C together with the Alstom Metropolis C830C are the third generation of communication-based train control (CBTC) rolling stock to be used in Singapore’s Mass Rapid Transit (MRT) lines	Shanghai Alstom Metropolis C751C bersama-sama dengan Alstom Metropolis C830C merupakan unit kereta api elektrik berganda kawalan kereta api berasaskan komunikasi generasi ketiga yag digunakan dalam aliran Sistem Pengangkutan Gerak Cepat (MRT) di Republik Singapura
892	Vietnam was then unified under a Communist government but remained impoverished and politically isolated	Vietnam kemudian disatukan di bawah pemerintahan Komunis tetapi masih miskin dan mengasingkan diri
893	Hanaya's cookery was a departure from Japanese eating habits of the time	Masakan Hanaya ini merupakan alan keluar daripada tabiat makan Jepun waktu itu
894	Barfi (or burfi) is also flavoured, but khoa is not the only ingredient	Barfi (atau burfi) juga berperisa, tetapi khoa bukan satu-satunya bahan
895	If defecation is delayed for a prolonged period, constipation and hardened feces results	Pelengahan pembuangan air besar untuk suatu tempoh yang lama akan menyebabkan sembelit serta najis yang mengeras.[petikan diperlukan
896	The above definition is only valid for a single reaction, in a closed system of constant volume, an assumption which should be stated explicitly in the definition	Definisi di atas hanya sah untuk satu reaksi, dalam sistem tertutup dari jumlah yang tetap, jangkaan yang dinyatakan dalam definisi haruslah jelas
897	Retrieved 8 January 2013. (subscription required) ↑ General Observations on the Common Hog ↑ Food in season in April 1861 ↑ Cunningham, Marion (1979	Dicapai pada 8 January 2013. (langganan diperlukan) ↑ General Observations on the Common Hog ↑ Food in season in April 1861 ↑ Cunningham, Marion (1979
898	It has been claimed that the number of MEPs elected by Scotland would also rise, from six to at least 12.[105] Furthermore, Scottish embassies would be established globally to promote Scotland internationally, and to lobby other governments on the nation's behalf.[104	Ia telah mendakwa beberapa parlimen eropah yang dipilih oleh Scotland juga akan bangkit, dari enam untuk sekurang-kurangnya 12.[105] tambahan Pula, Scotland kedutaan akan diwujudkan secara global untuk mempromosikan Scotland di peringkat antarabangsa, dan untuk lobi kerajaan lain di negara pihak.[104
899	"Retrieved 2014-04-16. ↑ ""Welcome to MSW, A Blue Ribbon School of Excellence"". ↑ City of Park Ridge CAFR ↑ ""About Us"". ↑ Requiem for the May Company ↑ Milton E. Nelson, Park Ridge: Milestones of History p"	"Dicapai pada 2014-04-16. ↑ ""Welcome to MSW, A Blue Ribbon School of Excellence"". ↑ City of Park Ridge CAFR ↑ ""About Us"". ↑ Requiem for the May Company ↑ Milton E. Nelson, Park Ridge: Milestones of History p"
900	However, the new format sign is used a special font be cooked up for Malaysia sign from Malaysian Highway Authority (LLM	Namun, baru format tanda digunakan khusus font yang akan memasak untuk Malaysia tanda dari Lembaga Lebuhraya Malaysia (LLM
901	He also co-wrote, produced and directed the 2010 film Scott Pilgrim vs. the World	Beliau merupakan penulis bersama, penerbit serta pengarah filem Scott Pilgrim vs. The World pada 2010
902	The depressurization creates bubbles by lowering the solubility of gases (including water and CO2) that are dissolved in the lava, causing the gases to rapidly exsolve (like the bubbles of CO2 that appear when a carbonated drink is opened	Penyahtekanan ini menghasilkan buih dengan menurunkan keterlarutan gas (termasuk air dan karbon dioksida) yang larut dalam lava, menyebabkan gas dilepaskan dengan cepat (sepertimana munculnya buih CO2 apabila membuka minuman bersoda
903	The disease was first discovered in Gumboro, Delaware in 1962	Penyakit ini mula-mula ditemui di Gumboro, Delaware pada 1962
904	Media related to Vehicle rental at Wikimedia Commons	Xvipi Car Rental Commonscat-inline 1 1 2 bullet Vehicle rental Add more fields
905	Originally situated on a site that is now under the waters of Lake Jindabyne, the township was relocated to its present position in the 1960s before the damming of the Snowy River as part of the Snowy Mountains Scheme	Asalnya terletak pada lokasi yang sekarang di bawah perairan Tasik Jindabyne, bandar telah dipindahkan ke kedudukan sekarang pada tahun 1960-an sebelum pembendungan yang Sungai Snowy sebagai sebahagian daripada Skim Snowy Mountains
906	A volcanic crater is a roughly circular depression in the ground caused by volcanic activity.[1] It is typically a bowl-shaped feature within which occurs a vent or vents	Sebuah kawah gunung berapi merupakan lekukan kebulat-bulatan di tanah yang disebabkan oleh aktiviti gunung berapi.[1] Ciri ini biasanya berbentuk seakan mangkuk yang mempunyai lohong di dalamnya
907	By 2010, there was 35 GW (47,000,000 hp) of globally installed bioenergy capacity for electricity generation, of which 7 GW (9,400,000 hp) was in the United States.[1	Pada tahun 2010, terdapat 35 GW (47,000,000 hp) muatan biotenaga terpasang untuk penjanaan elektrik, di mana 7 GW (9,400,000 hp) berada di Amerika Syarikat.[1
908	Gustav stated he had to bow to what was described as the will of God	Gustav menyatakan dia terpaksa tunduk kepada apa yang disifatkan sebagai kehendak Tuhan
909	Volta was born in Como, a town in present-day northern Italy (near the Swiss border), on 18 February 1745	Volta dilahirkan di Como - kini di utara Itali berdekatan sempadan Switzerland - pada 18 Februari 1745
910	The vaccine can be used to control outbreaks of disease	Vaksin ini boleh digunakan untuk mengawal wabak penyakit demam kuning
911	As a result, the Swedish Privy Council lost old members who were replaced by supporters of Gustav Eriksson	Hasilnya, Majlis Bandaran Privy Sweden telah kehilangan ahli lama yang digantikan dengan penyokong Gustav Eriksson
912	The addition of cheese seems to have been a controversial matter; Archestratus is quoted as warning his readers that Syracusan cooks spoil good fish by adding cheese.[6	Tambahan keju seolah-olah telah menjadi perkara kontroversi; Archestratus disebut memberi amaran kepada pembaca bahawa tukang masak Syracuse merosakkan ikan yang baik dengan menambahkan keju.[6
913	Faculty of Open Learning: The faculty is concerned with distance education	Fakulti Pembelajaran Terbuka: Fakulti ini adalah berkenaan dengan pendidikan jarak jauh
914	Kazimierz left no legal son, however, bearing five daughters instead	Kazimierz tidak meninggalkan sebarang anak lelaki yang sah dan walau bagaimanapun sebaliknya mempunyai lima orang anak perempuan
915	The Ross Ice Shelf is one of many such shelves	Pentas Ais Ross merupakan salah satu dari banyak pentas ini
916	Described as the mildest in terms of spice content of the five southern states' cuisines, there is a generous use of jaggery, palm sugar and little use of chili powder however Northern Karnataka cuisine, which can be extremely hot, is an exception	Digambarkan sebagai yang paling ringan dari segi kandungan rempah dari lima masakan negeri selatan, terdapat banyak menggunakan jageri, gula nipah dan sedikit menggunakan serbuk cili bagaimanapun masakan Utara Karnataka, yang boleh sangat pedas, adalah satu pengecualian
917	He is widely regarded as a central figure of Romanticism in the United States and American literature as a whole, and he was one of the country's earliest practitioners of the short story	Beliau dianggap sebagai tokoh utama dari gerakan Romantisme di Amerika Syarikat dan kesusasteraan Amerika secara keseluruhan, dan dia adalah salah satu negara yang paling awal pengamal cerita pendek
918	Intentional homicide may or may not include infanticide, assisted suicide or euthanasia.[3] See how intentional homicide is defined by the United Nations Office on Drugs and Crime (UNODC) in its Global Study on Homicide report[1	Pembunuhan sengaja mungkin atau tidak termasuk pembunuhan bayi, bantuan bunuh diri atau euthanasia.[3] Pejabat Pertubuhan Bangsa-Bangsa Bersatu Mengenai Dadah dan Jenayah (UNODC) dalam laporan Kajian Global Mengenai Pembunuhan mendefinisikan pembunuhan sengaja sebagai[1
919	"Unicode Inc. Retrieved 30 November 2016. ↑ Cawrey, Daniel (2014-04-09). ""Industry group aims to change bitcoin symbol to 'Ƀ"	Bitcoin Ticker Available On Bloomberg Terminal For Employees
920	The solids typically settle to the bottom of the container in which it is stored	Ketulan padat biasanya mendak ke bawah bekas di mana ia akan disimpan
921	"Retrieved 5 September 2012. ↑ ""CSR Sifang and Kawasaki Heavy Industries Won the Bid in the Subway Vehicle Project of Singapore"	"Dicapai pada 5 September 2012. ↑ ""CSR Sifang and Kawasaki Heavy Industries Won the Bid in the Subway Vehicle Project of Singapore"
922	Paarthurnax reveals that Alduin was cast into the currents of time by the use of an Elder Scroll in the hope that he would never reemerge	Paarthunax mendedahkan bahawa Alduin dijampi ke masa hadapan dengan menggunakan Elder Scroll berharap bahawa dia tidak akan kembali
923	In doing so, they argued for states' rights and strict constructionism of the Constitution	Dengan berbuat demikian, mereka berhujah untuk hak-hak negeri-negeri dan konstruksinisme tegas Perlembagaan
924	Labour Scottish Labour Welsh Labour London Assembly Labour Young Labour – Party youth wing Labour Party in Northern Ireland Labour Party in Westminster	Labour Scottish Labour Welsh Labour London Assembly Labour Young Labour – sayap pemuda Parti Buruh Labour Party in Northern Ireland Labour Party in Westminster
925	In the 1930s, 24 percent of the American population worked in agriculture compared to 1.5 percent in 2002; in 1940, each farm worker supplied 11 consumers, whereas in 2002, each worker supplied 90 consumers.[12]:29	Pada tahun 1930-an, 24 peratus daripada penduduk Amerika bekerja dalam pertanian berbanding 1.5 peratus pada tahun 2002; pada tahun 1940, setiap pekerja ladang membekali 11 orang pengguna, sedangkan pada tahun 2002, setiap pekerja membekali 90 orang.[12]:29
926	"1 2 3 Longrich, N. R.; Bhullar, B.-A. S.; Gauthier, J. A. (December 2012). ""Mass extinction of lizards and snakes at the Cretaceous-Paleogene boundary"	Mass extinction of lizards and snakes at the Cretaceous-Paleogene boundary
927	Turgor pressure allows herbaceous plants to stand upright	Tekanan turgor ini membolehkan tumbuhan herba berdiri tegak
928	He also received the BAFTA Award for Best Original Screenplay in 2015	Beliau juga menerima mendapatkan imej Anugerah untuk yang Terbaik Layar Asal pada tahun 2015
929	He later met Thomas Wintour, with whom he returned to England	Dia kemudian bertemu Thomas Wintour, dengan siapa dia kembali ke Inggris
930	The original Bircher muesli was soaked overnight with water and lemon juice, and then eaten with yoghurt	Muesli Bircher asalnya dihidangkan dengan merendamkan campuran tersebut dalam air dan jus lemon semalaman sebelum ia dimakan dengan yogurt
931	Retrieved 27 July 2015. ↑ Graef, John W.; Wolfsdorf, Joseph I.; Greenes, David S. (2008	Dicapai pada 27 July 2015. ↑ Graef, John W.; Wolfsdorf, Joseph I.; Greenes, David S. (2008
932	"The name cranberry derives from ""craneberry"", first named by early European settlers in America who felt the expanding flower, stem, calyx, and petals resembled the neck, head, and bill of a crane"	"Nama asal pokok ini iaitu cranberry berasal daripada craneberry (""beri jenjang"") yang dinamakan oleh para peneroka awal Eropah di benua Amerika berdasarkan pemerhatian mereka bahawa bunga, tangkai dan kelopak pokok ini menyerupai leher, kepala, dan paruh burung jenjang"
933	Without greenhouse gases, the average temperature of Earth's surface would be about −18 °C (0 °F),[2] rather than the present average of 15 °C (59 °F).[3][4][5] In the Solar System, the atmospheres of Venus, Mars and Titan also contain gases that cause a greenhouse effect	Tanpa gas rumah hijau, purata suhu permukaan Bumi barangkalinya boleh menjadi kira-kira −18 °C (−0.40 °F),[2] berbanding dengan purata suhu kini iaitu 15 °C (59 °F).[3][4][5] Dalam Sistem Suria, atmosfera Zuhrah, Marikh dan Titan juga mengandungi gas yang menyebabkan kesan rumah hijau
934	"The ""House at the Back"", the largest of the three houses that were combined to make Number 10, was a mansion constructed around 1530 next to Whitehall Palace"	Rumah di Belakang merupakan rumah yang terbesar di antara tiga rumah yang digabungkan sebagai bangunan Nombor 10, dibina sekitar tahun 1530 sebelah Istana Whitehall
935	There were 14,219 households out of which 32.3% had children under the age of 18 living with them, 63.4% were married couples living together, 8.0% had a female householder with no husband present, and 26.4% were non-families	Terdapat 14,219 isi rumah di mana 32.3% mempunyai kanak-kanak di bawah umur 18 berhidup bersama mereka, 63.4% adalah pasangan yang sudah berkahwin serta hidup bersama, 8.0% merupakan isi rumah wanita sebagai tuan rumah yang tidak mempunyai suami, dan 26.4% merupakan bukan-keluarga
936	In one study, almost 26% of the birds examined were rated as GS=3 or above and can therefore be considered to have suffered from painful lameness.[21	Dalam satu kajian, hampir 26% ayam yang diselidik mendapat markah GS=3 ke atas dan oleh itu boleh dianggap menderita akibat kepincangan sengal.[21
937	The peel is very thin, with very little bitter white mesocarp,[10] which makes them usually easier to peel and to split into segments. All of these traits are shared by mandarins generally	Kulit buahnya sangat nipis, dengan mesokarpa pahit putih yang sangat sedikit[10] yang menjadikannya lebih mudah dikupas dan dibelah menjadi segmen.[petikan diperlukan] Semua sifat-sifat ini umumnya dikongsi dengan buah mandarin
938	in which the following units appear: volt (V), ampere (A), siemens (S), watt (W), second (s), farad (F), joule (J), kilogram (kg), metre (m), and coulomb (C	di mana unit-unit yang diwakili ialah: volt (V), ampere (A), siemens (S), watt (W), kedua (s), farad (F), joule (J), kilogram (kg), meter (m), dan coulomb (C
939	The company filed for an initial public offering in March 2012,[4] but this was withdrawn[5][6] five months later	Syarikat diajukan untuk sebuah awal awam menawarkan Mac 2012,[4] tetapi ini telah ditarik balik[5][6] lima bulan kemudian
940	Measles cases reported in the United States before and after introduction of the vaccine	Kes campak yang dilaporkan di Amerika Syarikat sebelum dan selepas penggunaan vaksin
941	In the 18th century the monastery was severely damaged by lightning	Pada abad ke-18 biara tersebut mengalami kerosakan yang teruk akibat disambar kilat
942	Variants of the centimeter gram second system of units included a number of different units for electric potential, including the abvolt and the statvolt	Varian sistem unit sentimeter-gram-saat termasuk beberapa unit berbeza untuk keupayaan elektrik, termasuklah abvolt dan statvolt
943	"Some care providers call exercise the ""miracle"" or ""wonder"" drug—alluding to the wide variety of benefits that it can provide for many individuals.[7][8"	"Beberapa penyedia penjagaan mengklasifikasikan latihan sebagai ""keajaiban"" atau ""keberkesanan"" ubat—merujuk kepada pelbagai manfaat yang ia boleh memberikan kebaikan kepada ramai individu.[7][8"
944	Such days may or may not be counted in calculating the statute of limitations in legal actions and are usually days when non-custodial parents are given alternating visitation or access to their children from a prior marriage or relationship according to a parenting schedule	Hari-hari itu mungkin atau mungkin tidak akan dikira dalam mengira statut keterbatasan dalam tindakan undang-undang dan biasanya hari-hari yang apabila ibu bapa bukan penjaga diberikan kunjungan berselang-seli atau akses kepada anak-anak mereka dari sebelum perkahwinan atau hubungan menurut jadual pengasuhan
945	"She and Yoshiko were friends during kindergarten, and Yoshiko calls her ""Zuramaru"	"Hanamaru dan Yoshiko sudah berkawan sejak tadika, dan Yoshiko memanggilnya ""Zuramaru"
946	And there's only one department under the faculty i.e. of Department of Homeopathic Medicine	Hanya terdapat satu jabatan di bawah fakulti ini iaitu Jabatan Perubatan Homeopati
947	Lenses can be easily removed and swapped for a different lens, usually of a different color	Kanta boleh dikeluarkan dengan mudahnya dan ditukarkan dengan kanta yang berbeza, biasanya dengan warna yang berbeza
948	Niemierz (last mentioned alive in 1386); oldest son; survived his father, inherited lands around Stopnica Pelka (1342–1365); married and had two sons; predeceased his father Jan (d	Niemierz (terakhir dicatat hidup pada 1386); anak sulung; menyelamatkan ayahnya dan mewarisi tanah di sekitar Stopnica Pelka (1342-1365); berkahwin dan mempunyai dua anak lelaki, mati sebelum ayahnya Jan (d
949	Afterwards, Bird left to direct his first animated feature, The Iron Giant (1999), which fared poorly at the box office but came to be regarded as a modern animated classic	Beliau meninggalkan Gracie Films selepas itu untuk menghasilkan filem animasi pertamanya sendiri, The Iron Giant (1999), yang gagal mendapat kutipan pawagam tetapi kemudiannya diiktiraf sebagai filem animasi moden berprestij
950	A small stationary high pressure breathing air compressor for filling scuba cylinders	Pemampat udara pernafasan kecil bertekanan tinggi untuk mengisi silinder udara alat penyelam skuba
951	He was born in Sandymount, Ireland and educated there and in London	Dia dilahirkan di Sandymount, Ireland dan dididik di sana dan di London
952	Bird served as a creative consultant on The Simpsons during its first eight seasons, where he helped develop the show's animation style	Brad bertugas sebagai penasihat kreatif lapan musim pertama rancangan The Simpsons, di mana dia turut mengembangkan gaya animasi rancangan tersebut
953	In 2014, world production of blueberries (low- and highbush combined) was 525,620 tonnes, led by the United States with 50% of total production and Canada with 35%.[32	Pada tahun 2014, pengeluaran dunia beri biru dunia (kedua-dua jenis lowbush dan highbush) dikira sebanyak 525,620 tan metrik, didahului oleh Amerika Syarikat dengan 50% dari jumlah pengeluaran kesuluruhannya dan Kanada dengan 35%.[32
954	In the geologic record, the K–Pg event is marked by a thin layer of sediment called the K–Pg boundary, which can be found throughout the world in marine and terrestrial rocks	"Dalam rekod geologi, peristiwa K–Pg ditandai oleh lapisan mendapan nipis yang dipanggil ""sempadan K–Pg"" yang terdapat di batuan dasar laut mahupun daratan seluruh dunia"
955	Minor side effects may include pain at the site of injection, fever, and rash.[1] Severe side effects are rare and occurred mostly in those with poor immune function	Kesan sampingan kecil mungkin melibatkan sakit pada tempat suntikan, demam, dan ruam.[1] Kesan sampingan yang teruk sangat jarang dilaporkan dan kebanyakannya berlaku dalam kalangan orang yang mempunyai fungsi imun yang lemah
956	According to the Mayo Clinic, the benefits included reduced risks of heart disease, Alzheimer's disease and cancer	Menurut Klinik Mayo, manfaat termasuk mengurangkan risiko penyakit jantung, Alzheimer penyakit dan kanser
957	If given to those who are not immune within five days of exposure to chickenpox it prevents most cases of disease	Jika diberikan kepada mereka yang tidak imun dalam masa lima hari selepas terdedah kepada cacar air, ia mencegah kebanyakan kes penyakit ini
958	Retrieved 30 July 2010. ↑ Lisa Markman (2009	Dicapai pada 30 July 2010. ↑ Lisa Markman (2009
959	People with small noses may need sunglasses with high nose bridges to allow clearance	Orang yang berhidung kecil mungkin memerlukan cermin mata dengan jambatan hidung yang tinggi sebelum dibenarkan pemakaiannya
960	Coccidiosis is a parasitic disease of the intestinal tract of animals caused by coccidian protozoa	Koksidiosis merupakan penyakit parasit saluran usus haiwan yang disebabkan oleh protozoa koksidia
961	It is most often made of woollen cloth in a tartan pattern	Pakaian ini sering kali dibuat dari wul bercorakkan tartan
962	1% of all households were made up of individuals and 12.8% had someone living alone who was 65 years of age or older	1% dari semua isi rumah dibentuk oleh individu-individu dan 12.8% mempunyai penduduk 65 tahun ke-atas yang berkehidupan sendirian
963	Finally on 25 September, to counter the effects of the laxative, he asked for and took a red pill[10] presented by a minor court official named Li Kezhuo, who dabbled in apothecary	Akhirnya pada 25 September, untuk menangani kesan pelawas itu, beliau meminta untuk diambilkan pil merah[10] yang disampaikan oleh seorang pegawai rendah mahkamah bernama Li KeZhuo, yang berkecimpung dalam perubatan
964	This vessel is connected to a Liebig or Vigreux condenser, such that any vapours given off are cooled back to liquid, and fall back into the reaction vessel	Kapal ini terhubung ke kondensor Liebig atau Vigreux, seperti bahwa setiap uap yang dilepaskan kembali ke didinginkan cair, dan jatuh kembali ke dalam bejana reaksi
965	An entry by Caples Jefferson Architects proposed a granite obelisk on U Thant Island that would gradually disintegrate, leaving only the time capsule by the end of the 30th century.[9	Masukan oleh Arkitek Caples Jefferson mencadangkan obelisk granit di Pulau U Thant itu yang akan hancur secara beransur-ansur, hanya meninggalkan kapsul masa pada akhir abad ke-30.[9
966	In January 24 of that year, Jackson was filming a Pepsi commercial when his hair caught on fire from faulty pyrotechnics on stage that were intended to be part of one of many being filmed	Pada 24 Januari tahun itu, Jackson membuat penggambaran komersial Pepsi apabila rambutnya terbakar dari kerosakan piroteknik di atas pentas yang bertujuan menjadi sebahagian dari salah satu banyak bahagian yang difilemkan
967	For example, the compound Tricyclodecenyl allyl ether is often found in synthetic perfumes[60][61] and has insect repellent property	Sebagai contoh, sebatian eter Tricyclodecenyl allyl sering ditemukan pada minyak wangi sintetik[60][61] dan berupaya mengusir serangga
968	The tracks give them excellent ground holding capability and mobility through very rough terrain	Trek membolehkannya mencengkam tanah dengan baiknya serta bergerak di muka bumi yang sangat kasar
969	Although molecules containing two atoms of different elements such as carbon monoxide (CO) or hydrogen chloride (HCl) absorb infrared radiation, these molecules are short-lived in the atmosphere owing to their reactivity and solubility	Walaupun molekul yang mengandungi dua atom berbeza unsur seperti karbon monoksida (CO) atau hidrogen klorida (HCl) menyerap sinar inframerah, molekul-molekul ini tidak tahan lama di atmosfers kerana sifat tindak balasa dan mudah terlarutnya reaktivitas dan air
970	The map encompasses the eastern coast of North America, the entire Central and South America and parts of the western coasts of Europe and Africa	Peta tersebut merangkumi pantai timur Amerika Utara, keseluruhan Amerika Tengah dan Selatan serta bahagian pantai barat Eropah dan Afrika
971	Official website Professional boxing record for Floyd Mayweather Jr. from BoxRec Estrangement of Mayweather Jr. and Sr. by Jon Saraceno, June 26, 2005, USA Today	Laman web rasmi Professional boxing record for Floyd Mayweather Jr. from BoxRec Estrangement of Mayweather Jr. and Sr. oleh Jon Saraceno, 26 Jun 2005, USA Today
972	It moved north, joining a concentration of other KPA units, before being disbanded and absorbed into the KPA's 12th Division	Ia bergerak ke utara, bergabung dengan kumpulan besar unit KPA yang lain, sebelum dibubarkan dan diserap masuk ke dalam Bahagian ke 12 tentara KPA
973	Being a secret organization, its members were subjected to the utmost secrecy and were expected to abide by the rules established by the society.[4] Aspiring applicants were given standard initiation rites in order to become members of the society	Ahli-ahli organisasi ini bersumpah atas kerahsiaannya serta diharapkan mematuhi peraturan yang ditetapkan oleh persatuan ini.[4] Pemohon-pemohon keahlian persatuan ini diberikan upacara permulaan biasa untuk menjadi anggota persatuan tersebut
974	"According to the sworn declaration from the plaintiffs' lawyer, he had been told that Jackson ""was taking painkillers because of recent oral surgery"	"Menurut akuan bersumpah daripada 'peguam plaintif, beliau telah diberitahu yang Jackson ""telah mengambil ubat penahan sakit kerana pembedahan oral baru-baru ini"
975	During swallowing, it closes to prevent aspiration, forcing the swallowed liquids or food to go down the esophagus instead	Semasa menelan, ia menutup untuk mencegah aspirasi, memaksa ditelan cecair atau makanan untuk pergi ke esofagus sebaliknya
976	Sodium soaps, prepared from sodium hydroxide, are firm, whereas potassium soaps, derived from potassium hydroxide, are softer or often liquid	Sabun natrium, yang disediakan dari sodium hidroksida,lebih keras, sedangkan kalium sabun, disediakan daripada kalium hidroksida yang berciri lebih lembut atau cecair
